化石翼龙进化石,プテラナイト,Aerodactylite
路卡利欧进化石,ルカリオナイト,Lucarionite
暴雪王进化石,ユキノオナイト,Abomasite
袋兽进化石,ガルーラナイト,Kangaskhanite
暴鲤龙进化石,ギャラドスナイト,Gyaradosite
阿勃梭鲁进化石,アブソルナイト,Absolite
喷火龙进化石Ｙ,リザードナイトＹ,Charizardite Y
胡地进化石,フーディナイト,Alakazite
赫拉克罗斯进化石,ヘラクロスナイト,Heracronite
大嘴娃进化石,クチートナイト,Mawilite
雷电兽进化石,ライボルトナイト,Manectite
烈咬陆鲨进化石,ガブリアスナイト,Garchompite
拉帝亚斯进化石,ラティアスナイト,Latiasite
拉帝欧斯进化石,ラティオスナイト,Latiosite
洛玫果,ロゼルのみ,Roseli Berry
亚开果,アッキのみ,Kee Berry
香罗果,タラプのみ,Maranga Berry
莲叶童子喷壶,ハスボーじょうろ,Sprinklotad
招式学习器９６,わざマシン９６,TM96
招式学习器９７,わざマシン９７,TM97
招式学习器９８,わざマシン９８,TM98
招式学习器９９,わざマシン９９,TM99
招式学习器１００,わざマシン１００,TM100
发电厂通行证,はつでんしょパス,Power Plant Pass
超级环,メガリング,Mega Ring
似珍石,すごそうないし,Intriguing Stone
常见石,ありふれたいし,Common Stone
折价券,バーゲンチケット,Discount Coupon
电梯钥匙,エレベータのキー,Elevator Key
ＴＭＶ自由票,ＴＭＶパス,TMV Pass
卡洛斯勋章,カロスエンブレム,Honor of Kalos
探险心得,たんけんこころえ,Adventure Rules
神秘摆设,ふしぎなおきもの,Strange Souvenir
隐形眼镜盒,レンズケース,Lens Case
化妆包,コスメポーチ,Makeup Bag
衣物箱,いしょうトランク,Travel Trunk
密阿雷格雷派饼,ミアレガレット,Lumiose Galette
娑罗沙布蕾,シャラサブレ,Shalour Sable
颚之化石,アゴのカセキ,Jaw Fossil
鳍之化石,ヒレのカセキ,Sail Fossil
帅哥券,ハンサムチケット,Looker Ticket
自行车,じてんしゃ,Bike
全息影像通讯器,ホロキャスター,Holo Caster
妖精宝石,ようせいジュエル,Fairy Gem
超级坠饰,メガチャーム,Mega Charm
超级手套,メガグローブ,Mega Glove
音速自行车,マッハじてんしゃ,Mach Bike
越野自行车,ダートじてんしゃ,Acro Bike
吼吼鲸喷壶,ホエルコじょうろ,Wailmer Pail
得文的物品,デボンのにもつ,Devon Parts
集灰袋,はいぶくろ,Soot Sack
地下钥匙,ちかのカギ,Basement Key
宝可方块套装,ポロックキット,Pokéblock Kit
给大吾的信,ダイゴへのてがみ,Letter
无限船票,むげんのチケット,Eon Ticket
探测器,たんちき,Scanner
ＧＯＧＯ护目镜,ゴーゴーゴーグル,Go-Goggles
陨石,いんせき,Meteorite
１号客房的钥匙,１ごうしつのカギ,Key to Room 1
２号客房的钥匙,２ごうしつのカギ,Key to Room 2
４号客房的钥匙,４ごうしつのカギ,Key to Room 4
６号客房的钥匙,６ごうしつのカギ,Key to Room 6
仓库钥匙,そうこのカギ,Storage Key
得文侦测镜,デボンスコープ,Devon Scope
船票,ふねのチケット,S.S. Ticket
秘传学习器０７,ひでんマシン０７,HM07
得文潜水装备,デボンボンベ,Devon Scuba Gear
演出礼服,ライブスーツ,Contest Costume
演出礼裙,ライブドレス,Contest Costume
熔岩装,マグマスーツ,Magma Suit
海洋装,アクアスーツ,Aqua Suit
双人票,ペアチケット,Pair of Tickets
超级手镯,メガバングル,Mega Bracelet
超级吊坠,メガペンダント,Mega Pendant
超级眼镜,メガメガネ,Mega Glasses
超级船锚,メガイカリ,Mega Anchor
超级领针,メガラペルピン,Mega Stickpin
超级头冠,メガティアラ,Mega Tiara
超级脚镯,メガアンクレット,Mega Anklet
陨石,いんせき,Meteorite
巨沼怪进化石,ラグラージナイト,Swampertite
蜥蜴王进化石,ジュカインナイト,Sceptilite
勾魂眼进化石,ヤミラミナイト,Sablenite
七夕青鸟进化石,チルタリスナイト,Altarianite
艾路雷朵进化石,エルレイドナイト,Galladite
差不多娃娃进化石,タブンネナイト,Audinite
巨金怪进化石,メタグロスナイト,Metagrossite
巨牙鲨进化石,サメハダナイト,Sharpedonite
呆壳兽进化石,ヤドランナイト,Slowbronite
大钢蛇进化石,ハガネールナイト,Steelixite
大比鸟进化石,ピジョットナイト,Pidgeotite
冰鬼护进化石,オニゴーリナイト,Glalitite
蒂安希进化石,ディアンシナイト,Diancite
惩戒之壶,いましめのツボ,Prison Bottle
超级护腕,メガブレス,Mega Cuff
喷火驼进化石,バクーダナイト,Cameruptite
长耳兔进化石,ミミロップナイト,Lopunnite
暴飞龙进化石,ボーマンダナイト,Salamencite
大针蜂进化石,スピアナイト,Beedrillite
陨石,いんせき,Meteorite
陨石,いんせき,Meteorite
钥石,キーストーン,Key Stone
陨石碎片,いんせきのかけら,Meteorite Shard
无限之笛,むげんのふえ,Eon Flute
一般Ｚ,ノーマルＺ,Normalium Z
火Ｚ,ホノオＺ,Firium Z
水Ｚ,ミズＺ,Waterium Z
电Ｚ,デンキＺ,Electrium Z
草Ｚ,クサＺ,Grassium Z
冰Ｚ,コオリＺ,Icium Z
格斗Ｚ,カクトウＺ,Fightinium Z
毒Ｚ,ドクＺ,Poisonium Z
地面Ｚ,ジメンＺ,Groundium Z
飞行Ｚ,ヒコウＺ,Flyinium Z
超能力Ｚ,エスパーＺ,Psychium Z
虫Ｚ,ムシＺ,Buginium Z
岩石Ｚ,イワＺ,Rockium Z
幽灵Ｚ,ゴーストＺ,Ghostium Z
龙Ｚ,ドラゴンＺ,Dragonium Z
恶Ｚ,アクＺ,Darkinium Z
钢Ｚ,ハガネＺ,Steelium Z
妖精Ｚ,フェアリーＺ,Fairium Z
皮卡丘Ｚ,ピカチュウＺ,Pikanium Z
银色王冠,ぎんのおうかん,Bottle Cap
金色王冠,きんのおうかん,Gold Bottle Cap
Ｚ手环,Ｚリング,Z-Ring
狙射树枭Ｚ,ジュナイパーＺ,Decidium Z
炽焰咆哮虎Ｚ,ガオガエンＺ,Incinium Z
西狮海壬Ｚ,アシレーヌＺ,Primarium Z
卡璞Ｚ,カプＺ,Tapunium Z
玛夏多Ｚ,マーシャドーＺ,Marshadium Z
阿罗雷Ｚ,アロライＺ,Aloraichium Z
卡比兽Ｚ,カビゴンＺ,Snorlium Z
伊布Ｚ,イーブイＺ,Eevium Z
梦幻Ｚ,ミュウＺ,Mewnium Z
一般Ｚ,ノーマルＺ,Normalium Z
火Ｚ,ホノオＺ,Firium Z
水Ｚ,ミズＺ,Waterium Z
电Ｚ,デンキＺ,Electrium Z
草Ｚ,クサＺ,Grassium Z
冰Ｚ,コオリＺ,Icium Z
格斗Ｚ,カクトウＺ,Fightinium Z
毒Ｚ,ドクＺ,Poisonium Z
地面Ｚ,ジメンＺ,Groundium Z
飞行Ｚ,ヒコウＺ,Flyinium Z
超能力Ｚ,エスパーＺ,Psychium Z
虫Ｚ,ムシＺ,Buginium Z
岩石Ｚ,イワＺ,Rockium Z
幽灵Ｚ,ゴーストＺ,Ghostium Z
龙Ｚ,ドラゴンＺ,Dragonium Z
恶Ｚ,アクＺ,Darkinium Z
钢Ｚ,ハガネＺ,Steelium Z
妖精Ｚ,フェアリーＺ,Fairium Z
皮卡丘Ｚ,ピカチュウＺ,Pikanium Z
狙射树枭Ｚ,ジュナイパーＺ,Decidium Z
炽焰咆哮虎Ｚ,ガオガエンＺ,Incinium Z
西狮海壬Ｚ,アシレーヌＺ,Primarium Z
卡璞Ｚ,カプＺ,Tapunium Z
玛夏多Ｚ,マーシャドーＺ,Marshadium Z
阿罗雷Ｚ,アロライＺ,Aloraichium Z
卡比兽Ｚ,カビゴンＺ,Snorlium Z
伊布Ｚ,イーブイＺ,Eevium Z
梦幻Ｚ,ミュウＺ,Mewnium Z
智皮卡Ｚ,サトピカＺ,Pikashunium Z
智皮卡Ｚ,サトピカＺ,Pikashunium Z
材料袋,ざいりょうぶくろ,Forage Bag
钓竿,つりざお,Fishing Rod
博士的面罩,はかせのふくめん,Professor's Mask
圆庆票,フェスチケット,Festival Ticket
光辉石,かがやくいし,Sparkling Stone
胆怯球,ビビリだま,Adrenaline Orb
基格尔德多面体,ジガルデキューブ,Zygarde Cube
冰之石,こおりのいし,Ice Stone
骑行装置,ライドギア,Ride Pager
究极球,ウルトラボール,Beast Ball
大马拉萨达,おおきいマラサダ,Big Malasada
朱红色花蜜,くれないのミツ,Red Nectar
金黄色花蜜,やまぶきのミツ,Yellow Nectar
桃粉色花蜜,うすもものミツ,Pink Nectar
兰紫色花蜜,むらさきのミツ,Purple Nectar
太阳之笛,たいようのふえ,Sun Flute
月亮之笛,つきのふえ,Moon Flute
奇异卡片,あやしいカード,Enigmatic Card
大地膜,グランドコート,Terrain Extender
部位护具,ぼうごパット,Protective Pads
电气种子,エレキシード,Electric Seed
精神种子,サイコシード,Psychic Seed
薄雾种子,ミストシード,Misty Seed
青草种子,グラスシード,Grassy Seed
战斗存储碟,ファイトメモリ,Fighting Memory
飞翔存储碟,フライングメモリ,Flying Memory
毒存储碟,ポイズンメモリ,Poison Memory
大地存储碟,グラウンドメモリ,Ground Memory
岩石存储碟,ロックメモリ,Rock Memory
虫子存储碟,バグメモリ,Bug Memory
幽灵存储碟,ゴーストメモリ,Ghost Memory
钢铁存储碟,スチールメモリ,Steel Memory
火焰存储碟,ファイヤーメモリ,Fire Memory
清水存储碟,ウオーターメモリ,Water Memory
青草存储碟,グラスメモリ,Grass Memory
电子存储碟,エレクトロメモリ,Electric Memory
精神存储碟,サイキックメモリ,Psychic Memory
冰雪存储碟,アイスメモリ,Ice Memory
龙存储碟,ドラゴンメモリ,Dragon Memory
黑暗存储碟,ダークメモリ,Dark Memory
妖精存储碟,フェアリーメモリ,Fairy Memory
粉红色丝带,ピンクのリボン,Pink Ribbon
水玉色之带,みずたまりボン,Polkadot Bow
树果,きのみ,Berry
黄金的果实,おうごんのみ,Gold Berry
消除麻痹的果实,まひなおしのみ,PRZCureBerry
解毒的果实,どくけしのみ,PSNCureBerry
苦涩的果实,にがいきのみ,Bitter Berry
烧烤的果实,やけたきのみ,Burnt Berry
冰冻的果实,こおったきのみ,Ice Berry
薄荷的果实,はっかのみ,Mint Berry
奇迹的果实,きせきのみ,MiracleBerry
神奇的果实,ふしぎなきのみ,MysteryBerry
瓜南果,カチャのみ,Pumkin Berry
无青果,ブーカのみ,Drash Berry
矮茄果,ビスナのみ,Eggant Berry
宛豆果,エドマのみ,Strib Berry
姑娘果,ホズのみ,Chilan Berry
泥豆果,ラッカのみ,Nutpea Berry
葱首果,ギネマのみ,Ginema Berry
角豆果,クオのみ,Kuo Berry
菩达果,ヤゴのみ,Yago Berry
辛子果,トウガのみ,Touga Berry
蒜蒜果,ニニクのみ,Niniku Berry
薯薯果,トポのみ,Topo Berry
蓝天邮件,あおぞらメール,Bluesky Mail
伊布邮件,ブイブイメール,Eon Mail
花案邮件,はながらメール,Flower Mail
海洋邮件,みずいろメール,Litebluemail
可爱邮件,ラブリーメール,Lovely Mail
梦幻邮件,まぼろしメール,Mirage Mail
变身邮件,へんしんメール,Morph Mail
肖像邮件,にがおえメール,Portraitmail
音符邮件,おんぷメール,Music Mail
冲浪邮件,なみのりメール,Surf Mail
木箱,きのはこ,Normal Box
桐木箱,きりのはこ,Gorgeous Box
