食梦,食夢,吃掉正在睡觉的对手的梦进行攻击。回复对手所受到伤害的一半ＨＰ。,吃掉熟睡中對手的夢進行攻擊。可以回復給予對手傷害的一半ＨＰ。,吃掉正在睡覺的對手的夢進行攻擊。回復對手所受到傷害的一半ＨＰ。
毒瓦斯,毒瓦斯,将毒瓦斯吹到对手的脸上，从而让对手陷入中毒状态。,將毒瓦斯吹到對手的臉上，讓對手陷入中毒狀態。,將毒瓦斯吹到對手的臉上，從而讓對手陷入中毒狀態。
投球,投球,向对手投掷圆形物体进行攻击。连续攻击２～５次。,向對手投擲球狀物體進行攻擊。可連續攻擊２～５次。,向對手投擲圓形物體進行攻擊。連續攻擊２～５次。
吸血,吸血,吸取血液攻击对手。可以回复给予对手伤害的一半ＨＰ。,吸取對手的血液進行攻擊。可以回復給予對手傷害的一半ＨＰ。,吸取血液攻擊對手。可以回復給予對手傷害的一半ＨＰ。
恶魔之吻,惡魔之吻,用恐怖的脸强吻对手。让对手陷入睡眠状态。,用恐怖的臉強吻對手。能讓對手陷入睡眠狀態。,用恐怖的臉強吻對手。讓對手陷入睡眠狀態。
神鸟猛击,神鳥猛擊,第２回合攻击对手。偶尔使对手畏缩。也容易击中要害。,在使用後的下一回合進行攻擊。有時會使對手畏縮。且容易擊中要害。,第２回合攻擊對手。偶爾使對手畏縮。也容易擊中要害。
变身,變身,变身成对手宝可梦的样子，能够使用和对手完全相同的招式。,變身成對手寶可夢的樣子，能夠使用和對手完全相同的招式。,變身成對手寶可夢的樣子，能夠使用和對手完全相同的招式。
泡沫,泡沫,向对手用力吹起无数泡泡进行攻击。有时会降低对手的速度。,將無數的泡泡吹向對手進行攻擊。有時會降低對手的速度。,向對手用力吹起無數泡泡進行攻擊。有時會降低對手的速度。
迷昏拳,迷昏拳,有节奏地出拳攻击对手。有时会使对手混乱。,有節奏地出拳攻擊對手。有時會使對手混亂。,有節奏地出拳攻擊對手。有時會使對手混亂。
蘑菇孢子,蘑菇孢子,沙沙沙地撒满具有催眠效果的孢子，从而让对手陷入睡眠状态。,大把撒出有催眠效果的孢子，讓對手陷入睡眠狀態。,沙沙沙地撒滿具有催眠效果的孢子，從而讓對手陷入睡眠狀態。
闪光,閃光,使出耀眼光芒，从而降低对手的命中率。,放出耀眼的光芒，降低對手的命中率。,使出耀眼光芒，從而降低對手的命中率。
精神波,精神波,向对手发射神奇的念波进行攻击。每次使用，伤害都会改变。,向對手發射神奇的念力波進行攻擊。每次給予的傷害都不同。,向對手發射神奇的念波進行攻擊。每次使用，傷害都會改變。
跃起,躍起,也不攻击只是一蹦一蹦地跳，什么都不会发生……,不攻擊對手，只是蹦蹦跳跳的，什麼事也不會發生……,也不攻擊只是一蹦一蹦地跳，什麼都不會發生……
溶化,溶化,通过细胞的变化进行液化，从而大幅提高自己的防御。,藉由細胞的變化讓身體液化，大幅提高自己的防禦。,通過細胞的變化進行液化，從而大幅提高自己的防禦。
蟹钳锤,蟹鉗錘,用大钳子敲打对手进行攻击。容易击中要害。,用巨大的鉗子敲打對手進行攻擊。容易擊中要害。,用大鉗子敲打對手進行攻擊。容易擊中要害。
大爆炸,大爆炸,引发大爆炸，攻击自己周围所有的宝可梦。使用后自己会陷入濒死。,引起大爆炸，攻擊自己周圍所有的寶可夢。使用後自己會陷入瀕死。,引發大爆炸，攻擊自己周圍所有的寶可夢。使用後自己會陷入瀕死。
乱抓,亂抓,用爪子或镰刀等抓对手进行攻击。连续攻击２～５次。,用爪子或鐮刀等向對手進行攻擊。可連續攻擊２～５次。,用爪子或鐮刀等抓對手進行攻擊。連續攻擊２～５次。
骨头回力镖,骨頭回力鏢,用手中的骨头投掷对手，来回连续２次给予伤害。,向對手投擲手中的骨頭，來回連續２次給予傷害。,用手中的骨頭投擲對手，來回連續２次給予傷害。
睡觉,睡覺,连续睡上２回合。回复自己的全部ＨＰ以及治愈所有异常状态。,連續睡２回合。回復自己的全部ＨＰ以及治癒所有異常狀態。,連續睡上２回合。回復自己的全部ＨＰ以及治癒所有異常狀態。
岩崩,岩崩,将大岩石猛烈地撞向对手进行攻击。有时会使对手畏缩。,將大岩石猛烈地砸向對手進行攻擊。有時會讓對手畏縮。,將大岩石猛烈地撞向對手進行攻擊。有時會使對手畏縮。
必杀门牙,必殺門牙,用锋利的门牙牢牢地咬住对手进行攻击。有时会使对手畏缩。,用銳利的門牙牢牢咬住對手進行攻擊。有時會使對手畏縮。,用鋒利的門牙牢牢地咬住對手進行攻擊。有時會使對手畏縮。
棱角化,稜角化,增加身体的角，变得棱棱角角，从而提高自己的攻击。,增加身體的稜角，變得方方正正，提高自己的攻擊。,增加身體的角，變得稜稜角角，從而提高自己的攻擊。
纹理,紋理,将自己的属性转换成和已学会的招式中第一个招式相同的属性。,將自己的屬性轉換成與已學會的招式中第１個招式相同的屬性。,將自己的屬性轉換成和已學會的招式中第一個招式相同的屬性。
三重攻击,三重攻擊,用３种光线进行攻击。有时会让对手陷入麻痹、灼伤或冰冻的状态。,用３種光線進行攻擊。有時會讓對手陷入麻痺、灼傷或冰凍的狀態。,用３種光線進行攻擊。有時會讓對手陷入麻痺、灼傷或冰凍的狀態。
愤怒门牙,憤怒門牙,用锋利的门牙猛烈地咬住对手进行攻击。对手的ＨＰ减半。,用銳利的門牙猛烈地咬住對手進行攻擊。對手的ＨＰ將會減半。,用鋒利的門牙猛烈地咬住對手進行攻擊。對手的ＨＰ減半。
劈开,劈開,用爪子或镰刀等劈开对手进行攻击。容易击中要害。,用爪子或鐮刀等劈開對手進行攻擊。容易擊中要害。,用爪子或鐮刀等劈開對手進行攻擊。容易擊中要害。
替身,替身,削减少许自己的ＨＰ，制造分身。分身将成为自己的替身。,消耗一些自己的ＨＰ，製造分身。分身將成為自己的替身。,削減少許自己的ＨＰ，製造分身。分身將成為自己的替身。
挣扎,掙扎,当自己的ＰＰ耗尽时，努力挣扎攻击对手。自己也会受到少许伤害。,在自己的ＰＰ耗盡時，努力掙扎攻擊對手。自己也會受到少許傷害。,當自己的ＰＰ耗盡時，努力掙扎攻擊對手。自己也會受到少許傷害。
写生,寫生,将对手使用的招式变成自己的招式。使用１次后写生消失。,將對手使用的招式變成自己的。寫生在使用１次之後就會消失。,將對手使用的招式變成自己的招式。使用１次後寫生消失。
三连踢,三連踢,连续３次踢对手进行攻击。每踢中一次，威力就会提高。,連續踢對手３次進行攻擊。每踢中一次，威力就會提高。,連續３次踢對手進行攻擊。每踢中一次，威力就會提高。
小偷,小偷,攻击的同时盗取道具。当自己携带道具时，不会去盗取。,在攻擊的同時偷取道具。當寶可夢自己有攜帶道具時，則無法偷取。,攻擊的同時盜取道具。當自己攜帶道具時，不會去盜取。
蛛网,蛛網,将黏糊糊的细丝一层一层缠住对手，使其不能从战斗中逃走。,用黏糊糊的細絲一層一層纏住對手，讓對手不能從戰鬥中逃走。,將黏糊糊的細絲一層一層纏住對手，使其不能從戰鬥中逃走。
心之眼,心之眼,用心感受对手的行动，下次攻击必定会击中对手。,用心感受對手的行動模式，下次攻擊時必定會命中對手。,用心感受對手的行動，下次攻擊必定會擊中對手。
恶梦,惡夢,让在睡眠状态下的对手做恶梦，每回合会缓缓减少ＨＰ。,讓處於睡眠狀態的對手作惡夢，每回合減少一部分ＨＰ。,讓在睡眠狀態下的對手做惡夢，每回合會緩緩減少ＨＰ。
火焰轮,火焰輪,让火焰覆盖全身，猛撞向对手进行攻击。有时会让对手陷入灼伤状态。,用火焰圍繞身體，猛撞對手進行攻擊。有時會讓對手陷入灼傷狀態。,讓火焰覆蓋全身，猛撞向對手進行攻擊。有時會讓對手陷入灼傷狀態。
打鼾,打鼾,在自己睡觉时，发出噪音进行攻击。有时会使对手畏缩。,在自己睡著時，發出噪音進行攻擊。有時會讓對手畏縮。,在自己睡覺時，發出噪音進行攻擊。有時會使對手畏縮。
诅咒,詛咒,使用该招式的宝可梦，其属性是幽灵属性或其他属性时，效果会不一样。,使用詛咒時，幽靈屬性的寶可夢和其他屬性的寶可夢，會獲得不同的招式效果。,使用該招式的寶可夢，其屬性是幽靈屬性或其他屬性時，效果會不一樣。
抓狂,抓狂,抓狂般乱打进行攻击。自己的ＨＰ越少，招式的威力越大。,抓狂般亂打進行攻擊。自己的ＨＰ越少，招式的威力越大。,抓狂般亂打進行攻擊。自己的ＨＰ越少，招式的威力越大。
纹理２,紋理２,为了可以抵抗对手最后使用的招式，从而使自己的属性发生变化。,改變屬性，讓自己能夠抵抗對手最近一次使出的招式。,為了可以抵抗對手最後使用的招式，從而使自己的屬性發生變化。
气旋攻击,氣旋攻擊,发射空气旋涡进行攻击。容易击中要害。,向對手發射空氣漩渦進行攻擊。容易擊中要害。,發射空氣旋渦進行攻擊。容易擊中要害。
棉孢子,棉孢子,将棉花般柔软的孢子紧贴对手，从而大幅降低对手的速度。,將棉花般柔軟的孢子纏繞對手，大幅降低對手的速度。,將棉花般柔軟的孢子緊貼對手，從而大幅降低對手的速度。
起死回生,起死回生,竭尽全力进行攻击。自己的ＨＰ越少，招式的威力越大。,竭盡全力進行攻擊。自己的ＨＰ越少，招式的威力越大。,竭盡全力進行攻擊。自己的ＨＰ越少，招式的威力越大。
怨恨,怨恨,对对手最后使用的招式怀有怨恨，减少４ＰＰ该招式。,向對手最近一次使用的招式發出怨念，讓該招式減少４ＰＰ。,對對手最後使用的招式懷有怨恨，減少４ＰＰ該招式。
细雪,細雪,将冰冷的细雪吹向对手进行攻击。有时会让对手陷入冰冻状态。,將冰冷的細雪吹向對手進行攻擊。有時會讓對手陷入冰凍狀態。,將冰冷的細雪吹向對手進行攻擊。有時會讓對手陷入冰凍狀態。
守住,守住,完全抵挡对手的攻击。连续使出则容易失败。,完全防住對手的所有攻擊。連續使用時容易失敗。,完全抵擋對手的攻擊。連續使出則容易失敗。
音速拳,音速拳,以迅雷不及掩耳之势出拳。必定能够先制攻击。,以迅雷不及掩耳之勢出拳。必定能夠發動先制攻擊。,以迅雷不及掩耳之勢出拳。必定能夠先制攻擊。
鬼面,鬼面,用恐怖的脸瞪着对手，使其害怕，从而大幅降低对手的速度。,用恐怖的表情瞪著對手，讓對手害怕，大幅降低對手的速度。,用恐怖的臉瞪著對手，使其害怕，從而大幅降低對手的速度。
出奇一击,出奇一擊,悄悄地靠近对手，趁其不备进行殴打。攻击必定会命中。,若無其事地靠近對手，出其不意地進行攻擊。攻擊必定會命中。,悄悄地靠近對手，趁其不備進行毆打。攻擊必定會命中。
天使之吻,天使之吻,像天使般可爱地亲吻对手，从而使对手混乱。,像天使般可愛地親吻對手，進而使對手混亂。,像天使般可愛地親吻對手，從而使對手混亂。
腹鼓,腹鼓,将自己的ＨＰ减少到最大ＨＰ的一半，从而最大限度提高自己的攻击。,將現有的ＨＰ減去最大ＨＰ的一半，讓自己的攻擊提高至最大值。,將自己的ＨＰ減少到最大ＨＰ的一半，從而最大限度提高自己的攻擊。
污泥炸弹,污泥炸彈,用污泥投掷对手进行攻击。有时会让对手陷入中毒状态。,向對手投擲污泥進行攻擊。有時會讓對手陷入中毒狀態。,用污泥投擲對手進行攻擊。有時會讓對手陷入中毒狀態。
掷泥,擲泥,向对手的脸等投掷泥块进行攻击。会降低对手的命中率。,向對手的臉等處投擲泥巴進行攻擊。可降低對手的命中率。,向對手的臉等投擲泥塊進行攻擊。會降低對手的命中率。
章鱼桶炮,章魚桶炮,向对手的脸等喷出墨汁进行攻击。有时会降低对手的命中率。,向對手的臉等噴出墨汁進行攻擊。有時會降低對手的命中率。,向對手的臉等噴出墨汁進行攻擊。有時會降低對手的命中率。
撒菱,撒菱,在对手的脚下扔撒菱。对替换出场的对手的宝可梦给予伤害。,將撒菱散布在對手的腳下。讓對手替換出場的寶可夢受到傷害。,在對手的腳下扔撒菱。對替換出場的對手的寶可夢給予傷害。
电磁炮,電磁炮,发射大炮一样的电流进行攻击。让对手陷入麻痹状态。,發射如大炮般的電流進行攻擊。能讓對手陷入麻痺狀態。,發射大炮一樣的電流進行攻擊。讓對手陷入麻痺狀態。
识破,識破,对幽灵属性宝可梦没有效果的招式以及闪避率高的对手，使用后变得能够打中。,讓對幽靈屬性寶可夢無效的招式能夠發揮效果，也可不顧對手提高後的閃避率進行攻擊。,對幽靈屬性寶可夢沒有效果的招式以及閃避率高的對手，使用後變得能夠打中。
同命,同命,使出招式后，当受到对手攻击陷入濒死时，对手也会一同濒死。连续使出则会失败。,使出招式後，當受到對手攻擊陷入瀕死時，對手也會一同陷入瀕死。連續使用時會失敗。,使出招式後，當受到對手攻擊陷入瀕死時，對手也會一同瀕死。連續使出則會失敗。
灭亡之歌,滅亡之歌,倾听歌声的宝可梦经过３回合陷入濒死。替换后效果消失。,聽了歌聲的寶可夢３回合後將陷入瀕死。替換寶可夢後效果就會消失。,傾聽歌聲的寶可夢經過３回合陷入瀕死。替換後效果消失。
冰冻之风,冰凍之風,将结冰的冷气吹向对手进行攻击。会降低对手的速度。,將冰冷的寒氣吹向對手進行攻擊。可降低對手的速度。,將結冰的冷氣吹向對手進行攻擊。會降低對手的速度。
看穿,看穿,完全抵挡对手的攻击。连续使出则容易失败。,完全防住對手的所有攻擊。連續使用時容易失敗。,完全抵擋對手的攻擊。連續使出則容易失敗。
骨棒乱打,骨棒亂打,用坚硬的骨头殴打对手进行攻击。连续攻击２～５次。,用堅硬的骨頭毆打對手進行攻擊。連續攻擊２～５次。,用堅硬的骨頭毆打對手進行攻擊。連續攻擊２～５次。
锁定,鎖定,紧紧瞄准对手，下次攻击必定会打中。,精確地瞄準，下次攻擊時一定會命中對手。,緊緊瞄準對手，下次攻擊必定會打中。
逆鳞,逆鱗,在２～３回合内，乱打一气地进行攻击。大闹一番后自己会陷入混乱。,在２～３回合內瘋狂亂打對手進行攻擊。大鬧一番後自己會陷入混亂。,在２～３回合內，亂打一氣地進行攻擊。大鬧一番後自己會陷入混亂。
沙暴,沙暴,在５回合内扬起沙暴，除岩石、地面和钢属性以外的宝可梦，都会受到伤害。岩石属性的特防还会提高。,揚起沙暴，在５回合內給予岩石、地面和鋼屬性以外的寶可夢傷害。岩石屬性寶可夢的特防會提高。,在５回合內揚起沙暴，除岩石、地面和鋼屬性以外的寶可夢，都會受到傷害。岩石屬性的特防還會提高。
终极吸取,終極吸取,吸取对手的养分进行攻击。可以回复给予对手伤害的一半ＨＰ。,吸取對手的養分進行攻擊。可以回復給予對手傷害的一半ＨＰ。,吸取對手的養分進行攻擊。可以回復給予對手傷害的一半ＨＰ。
挺住,挺住,即使受到攻击，也至少会留下１ＨＰ。连续使出则容易失败。,即使受到再強烈的攻擊，也一定會剩下１ＨＰ。連續使用時容易失敗。,即使受到攻擊，也至少會留下１ＨＰ。連續使出則容易失敗。
撒娇,撒嬌,可爱地凝视，诱使对手疏忽大意，从而大幅降低对手的攻击。,用撒嬌的眼神誘使對手疏忽大意，大幅降低對手的攻擊。,可愛地凝視，誘使對手疏忽大意，從而大幅降低對手的攻擊。
滚动,滾動,在５回合内连续滚动攻击对手。招式每次击中，威力就会提高。,在５回合內連續滾動攻擊對手。每擊中一次，威力就會提高。,在５回合內連續滾動攻擊對手。招式每次擊中，威力就會提高。
点到为止,點到為止,对手的ＨＰ至少会留下１ＨＰ，如此般手下留情地攻击。,手下留情地攻擊對手，一定會讓對手剩下１ＨＰ。,對手的ＨＰ至少會留下１ＨＰ，如此般手下留情地攻擊。
虚张声势,虛張聲勢,激怒对手，使其混乱。因为愤怒，对手的攻击会大幅提高。,讓對手火大並陷入混亂。但對手的攻擊會因憤怒而大幅提高。,激怒對手，使其混亂。因為憤怒，對手的攻擊會大幅提高。
喝牛奶,喝牛奶,回复自己最大ＨＰ的一半。,回復自己最大ＨＰ的一半。,回復自己最大ＨＰ的一半。
电光,電光,让电流覆盖全身，猛撞向对手进行攻击。有时会让对手陷入麻痹状态。,用電流圍繞身體，猛撞對手進行攻擊。有時會讓對手陷入麻痺狀態。,讓電流覆蓋全身，猛撞向對手進行攻擊。有時會讓對手陷入麻痺狀態。
连斩,連斬,用镰刀或爪子等切斩对手进行攻击。连续击中，威力就会提高。,用鐮刀或爪子等斬切對手進行攻擊。連續命中時威力會提高。,用鐮刀或爪子等切斬對手進行攻擊。連續擊中，威力就會提高。
钢翼,鋼翼,用坚硬的翅膀敲打对手进行攻击。有时会提高自己的防御。,用堅硬的翅膀撞擊對手進行攻擊。有時會提高自己的防禦。,用堅硬的翅膀敲打對手進行攻擊。有時會提高自己的防禦。
黑色目光,黑色目光,用好似要勾人心魂的黑色目光一动不动地凝视对手，使其不能从战斗中逃走。,用漆黑深邃的眼神一動也不動地凝視對手，讓對手無法從戰鬥中逃走。,用好似要勾人心魂的黑色目光一動不動地凝視對手，使其不能從戰鬥中逃走。
迷人,迷人,♂诱惑♀或♀诱惑♂，让对手着迷。对手将很难使出招式。,♂誘惑♀而♀誘惑♂，讓對手著迷。對手將難以使用招式。,♂誘惑♀或♀誘惑♂，讓對手著迷。對手將很難使出招式。
梦话,夢話,从自己已学会的招式中任意使出１个。只能在自己睡觉时使用。,從自己已學會的招式中隨機選出１個使出。只有在睡眠狀態時可以使用。,從自己已學會的招式中任意使出１個。只能在自己睡覺時使用。
治愈铃声,治癒鈴聲,让同伴听舒适的铃音，从而治愈我方全员的异常状态。,發出悅耳的鈴聲，治癒我方全體的異常狀態。,讓夥伴聽舒適的鈴音，從而治癒我方全員的異常狀態。
报恩,報恩,为了训练家而全力攻击对手。亲密度越高，威力越大。,為了訓練家而全力攻擊對手。親密度越高，威力越大。,為了訓練家而全力攻擊對手。親密度越高，威力越大。
礼物,禮物,递给对手设有圈套的盒子进行攻击。也有可能回复对手ＨＰ。,將暗藏機關的盒子遞給對手進行攻擊。但也有可能回復對手的ＨＰ。,遞給對手設有圈套的盒子進行攻擊。也有可能回復對手ＨＰ。
迁怒,遷怒,为了发泄不满而全力攻击对手。亲密度越低，威力越大。,為了發洩不滿而全力攻擊對手。親密度越低，威力越大。,為了發泄不滿而全力攻擊對手。親密度越低，威力越大。
神秘守护,神秘守護,在５回合内被神奇的力量守护，从而不会陷入异常状态。,在５回合內被神奇的力量守護，不會陷入異常狀態。,在５回合內被神奇的力量守護，從而不會陷入異常狀態。
分担痛楚,分擔痛楚,将自己的ＨＰ和对手的ＨＰ相加，然后自己和对手友好地平分。,將自己的ＨＰ和對手的ＨＰ相加，然後雙方友好地平分。,將自己的ＨＰ和對手的ＨＰ相加，然後自己和對手友好地平分。
神圣之火,神聖之火,用神秘的火焰烧尽对手进行攻击。有时会让对手陷入灼伤状态。,用神秘的火焰燒盡對手進行攻擊。有時會讓對手陷入灼傷狀態。,用神秘的火焰燒盡對手進行攻擊。有時會讓對手陷入灼傷狀態。
震级,震級,晃动地面，攻击自己周围所有的宝可梦。招式的威力会有各种变化。,晃動地面，攻擊自己周圍所有的寶可夢。招式的威力有多種變化。,晃動地面，攻擊自己周圍所有的寶可夢。招式的威力會有各種變化。
爆裂拳,爆裂拳,使出浑身力气出拳进行攻击。必定会使对手混乱。,使出渾身力量出拳進行攻擊。必定會使對手混亂。,使出渾身力氣出拳進行攻擊。必定會使對手混亂。
超级角击,超級角擊,用坚硬且华丽的角狠狠地刺入对手进行攻击。,用堅硬且華麗的角狠狠地刺進對手進行攻擊。,用堅硬且華麗的角狠狠地刺入對手進行攻擊。
龙息,龍息,将强烈的气息吹向对手进行攻击。有时会让对手陷入麻痹状态。,將強烈的氣息吹向對手進行攻擊。有時會讓對手陷入麻痺狀態。,將強烈的氣息吹向對手進行攻擊。有時會讓對手陷入麻痺狀態。
接棒,接棒,和后备宝可梦进行替换。换上的宝可梦能直接继承其能力的变化。,與後備寶可夢進行替換。替換上場的寶可夢，將承接目前寶可夢的能力變化。,和後備寶可夢進行替換。換上的寶可夢能直接繼承其能力的變化。
再来一次,再來一次,让对手接受再来一次，连续３次使出最后使用的招式。,要求對手再來一次，讓對手連續３次使出最近一次使用的招式。,讓對手接受再來一次，連續３次使出最後使用的招式。
追打,追打,当对手替换宝可梦上场时使出此招式的话，能够以２倍的威力进行攻击。,在對手替換寶可夢時使用此招式的話，便能以２倍的威力進行攻擊。,當對手替換寶可夢上場時使出此招式的話，能夠以２倍的威力進行攻擊。
高速旋转,高速旋轉,通过旋转来攻击对手。还可以摆脱绑紧、紧束、寄生种子和撒菱等招式。,利用旋轉來攻擊對手。也可以擺脫綁緊、緊束，以及解除寄生種子和撒菱等招式。,通過旋轉來攻擊對手。還可以擺脫綁緊、緊束、寄生種子和撒菱等招式。
甜甜香气,甜甜香氣,用香气大幅降低对手的闪避率。,用香氣大幅降低對手的閃避率。,用香氣大幅降低對手的閃避率。
铁尾,鐵尾,使用坚硬的尾巴摔打对手进行攻击。有时会降低对手的防御。,將堅硬的尾巴甩向對手進行攻擊。有時會降低對手的防禦。,使用堅硬的尾巴摔打對手進行攻擊。有時會降低對手的防禦。
金属爪,金屬爪,用钢铁之爪劈开对手进行攻击。有时会提高自己的攻击。,用鋼鐵之爪撕裂對手進行攻擊。有時會提高自己的攻擊。,用鋼鐵之爪劈開對手進行攻擊。有時會提高自己的攻擊。
借力摔,借力摔,会在对手之后进行攻击。但是自己的攻击必定会命中。,攻擊的順序會在對手之後。但是自己的攻擊必定會命中。,會在對手之後進行攻擊。但是自己的攻擊必定會命中。
晨光,晨光,回复自己的ＨＰ。根据天气的不同，回复量也会有所变化。,回復自己的ＨＰ。回復量會隨著天氣的不同而有所變化。,回復自己的ＨＰ。根據天氣的不同，回復量也會有所變化。
光合作用,光合作用,回复自己的ＨＰ。根据天气的不同，回复量也会有所变化。,回復自己的ＨＰ。回復量會隨著天氣的不同而有所變化。,回復自己的ＨＰ。根據天氣的不同，回復量也會有所變化。
月光,月光,回复自己的ＨＰ。根据天气的不同，回复量也会有所变化。,回復自己的ＨＰ。回復量會隨著天氣的不同而有所變化。,回復自己的ＨＰ。根據天氣的不同，回復量也會有所變化。
觉醒力量,覺醒力量,招式的属性会随着使用此招式的宝可梦而改变。,招式的屬性會隨著使用此招式的寶可夢而改變。,招式的屬性會隨著使用此招式的寶可夢而改變。
十字劈,十字劈,用两手呈十字劈打对手进行攻击。容易击中要害。,用左右手刀劈打對手進行攻擊。容易擊中要害。,用兩手呈十字劈打對手進行攻擊。容易擊中要害。
龙卷风,龍捲風,兴起龙卷风，将对手卷入进行攻击。有时会使对手畏缩。,刮起龍捲風，將對手捲入進行攻擊。有時會使對手畏縮。,興起龍捲風，將對手捲入進行攻擊。有時會使對手畏縮。
求雨,求雨,在５回合内一直降雨，从而提高水属性的招式威力。火属性的招式威力则降低。,降下大雨，在５回合內提高水屬性招式的威力。火屬性招式的威力會降低。,在５回合內一直降雨，從而提高水屬性的招式威力。火屬性的招式威力則降低。
大晴天,大晴天,在５回合内阳光变得强烈，从而提高火属性的招式威力。水属性的招式威力则降低。,讓陽光增強，在５回合內提高火屬性招式的威力。水屬性招式的威力會降低。,在５回合內陽光變得強烈，從而提高火屬性的招式威力。水屬性的招式威力則降低。
咬碎,咬碎,用利牙咬碎对手进行攻击。有时会降低对手的防御。,用尖銳的牙齒咬碎對手進行攻擊。有時會降低對手的防禦。,用利牙咬碎對手進行攻擊。有時會降低對手的防禦。
镜面反射,鏡面反射,从对手那里受到特殊攻击的伤害将以２倍返还给同一个对手。,將來自對手的特殊攻擊傷害加倍後，返還給該對手。,從對手那裡受到特殊攻擊的傷害將以２倍返還給同一個對手。
自我暗示,自我暗示,向自己施以自我暗示，将能力变化的状态变得和对手一样。,向自己施加自我暗示，讓能力變化的狀態變得與對手相同。,向自己施以自我暗示，將能力變化的狀態變得和對手一樣。
神速,神速,以迅雷不及掩耳之势猛撞向对手进行攻击。必定能够先制攻击。,以迅雷不及掩耳之勢猛撞向對手進行攻擊。必定能夠發動先制攻擊。,以迅雷不及掩耳之勢猛撞向對手進行攻擊。必定能夠先制攻擊。
原始之力,原始之力,用原始之力进行攻击。有时会提高自己所有的能力。,用原始之力進行攻擊。有時會提高自己的所有能力。,用原始之力進行攻擊。有時會提高自己所有的能力。
暗影球,暗影球,投掷一团黑影进行攻击。有时会降低对手的特防。,投擲一團黑影進行攻擊。有時會降低對手的特防。,投擲一團黑影進行攻擊。有時會降低對手的特防。
预知未来,預知未來,在使用招式２回合后，向对手发送一团念力进行攻击。,使用招式的２回合後，向對手發送一團念力進行攻擊。,在使用招式２回合後，向對手發送一團念力進行攻擊。
碎岩,碎岩,用拳头进行攻击。有时会降低对手的防御。,用拳頭進行攻擊。有時會降低對手的防禦。,用拳頭進行攻擊。有時會降低對手的防禦。
潮旋,潮旋,将对手困在激烈的水流旋涡中，在４～５回合内进行攻击。,將對手困在激烈的水流漩渦中，在４～５回合內進行攻擊。,將對手困在激烈的水流旋渦中，在４～５回合內進行攻擊。
围攻,圍攻,我方全员进行攻击。同行的宝可梦越多，招式的攻击次数越多。,讓我方所有寶可夢進行攻擊。同行的寶可夢越多，招式的攻擊次數越多。,我方全員進行攻擊。同行的寶可夢越多，招式的攻擊次數越多。
击掌奇袭,擊掌奇襲,进行先制攻击，使对手畏缩。要在出场后立刻使出才能成功。,利用先制攻擊使對手畏縮。要在上場後立即使用才會成功。,進行先制攻擊，使對手畏縮。要在出場後立刻使出才能成功。
吵闹,吵鬧,在３回合内用骚乱攻击对手。在此期间谁都不能入眠。,在３回合內大吵大鬧攻擊對手。在此期間誰都無法入眠。,在３回合內用騷亂攻擊對手。在此期間誰都不能入眠。
蓄力,蓄力,积蓄力量，提高自己的防御和特防。最多积蓄３次。,蓄積力量，提高自己的防禦和特防。最多蓄積３次。,積蓄力量，提高自己的防禦和特防。最多積蓄３次。
喷出,噴出,将积蓄的力量撞向对手进行攻击。积蓄得越多，威力越大。,將蓄積的力量撞向對手進行攻擊。蓄積得越多，威力越大。,將積蓄的力量撞向對手進行攻擊。積蓄得越多，威力越大。
吞下,吞下,将积蓄的力量吞下，从而回复自己的ＨＰ。积蓄得越多，回复越大。,將蓄積的力量吞下，回復自己的ＨＰ。蓄積得越多，回復越多。,將積蓄的力量吞下，從而回復自己的ＨＰ。積蓄得越多，回復越大。
热风,熱風,将炎热的气息吹向对手进行攻击。有时会让对手陷入灼伤状态。,將炎熱的氣息吹向對手進行攻擊。有時會讓對手陷入灼傷狀態。,將炎熱的氣息吹向對手進行攻擊。有時會讓對手陷入灼傷狀態。
冰雹,冰雹,在５回合内一直降冰雹，除冰属性的宝可梦以外，给予全体宝可梦伤害。,降下冰雹，在５回合內場上除了冰屬性以外的寶可夢都會受到傷害。,在５回合內一直降冰雹，除冰屬性的寶可夢以外，給予全體寶可夢傷害。
无理取闹,無理取鬧,向对手无理取闹，令其不能连续２次使出相同招式。,無理取鬧，讓對手不能連續２次使出相同招式。,向對手無理取鬧，令其不能連續２次使出相同招式。
吹捧,吹捧,吹捧对手，使其混乱。同时还会提高对手的特攻。,吹捧對手，使其混亂。同時還會提高對手的特攻。,吹捧對手，使其混亂。同時還會提高對手的特攻。
鬼火,鬼火,放出怪异的火焰，从而让对手陷入灼伤状态。,放出詭異的火焰，讓對手陷入灼傷狀態。,放出怪異的火焰，從而讓對手陷入灼傷狀態。
临别礼物,臨別禮物,虽然会使自己陷入濒死，但是能够大幅降低对手的攻击和特攻。,雖然自己會陷入瀕死，但可以大幅降低對手的攻擊和特攻。,雖然會使自己陷入瀕死，但是能夠大幅降低對手的攻擊和特攻。
硬撑,硬撐,当自己处于中毒、麻痹、灼伤状态时，向对手使出此招式的话，威力会变成２倍。,當自己陷入中毒、麻痺、灼傷等狀態時，向對手使用此招式，威力會變成２倍。,當自己處於中毒、麻痺、灼傷狀態時，向對手使出此招式的話，威力會變成２倍。
